Nijmegen;Arnhem Centraal;51.84361267;5.85222244;51.98500061;5.89916658
Oss;Nijmegen;51.76555634;5.53222227;51.84361267;5.85222244
Roermond;Weert;51.19305420;5.99416685;51.24861145;5.70361090
Roosendaal;Vlissingen;51.54027939;4.45833349;51.44583511;3.59527779
Roosendaal;Dordrecht;51.54027939;4.45833349;51.80722046;4.66833353
Rotterdam Alexander;Gouda;51.95194626;4.55361128;52.01750183;4.70444441
Rotterdam Blaak;Rotterdam Alexander;51.92027664;4.48888874;51.95194626;4.55361128
Rotterdam Blaak;Schiedam Centrum;51.92027664;4.48888874;51.92124381;4.40899372
Rotterdam Centraal;Rotterdam Alexander;51.92499924;4.46888876;51.95194626;4.55361128
Rotterdam Centraal;Schiedam Centrum;51.92499924;4.46888876;51.92124381;4.40899372
Schiedam Centrum;Delft;51.92124381;4.40899372;52.00666809;4.35638905
Sittard;Heerlen;51.00166702;5.85861111;50.89083481;5.97499991
Sittard;Roermond;51.00166702;5.85861111;51.19305420;5.99416685
Steenwijk;Zwolle;52.79151099;6.11455576;52.50472260;6.09194422
Tilburg;Breda;51.56055450;5.08361101;51.59555435;4.78000021
Utrecht Centraal;Amsterdam Centraal;52.08889008;5.11027765;52.37888718;4.90027762
Utrecht Centraal;Amsterdam Amstel;52.08889008;5.11027765;52.34666824;4.91777802
Utrecht Centraal;Hilversum;52.08889008;5.11027765;52.22583389;5.18194437
Utrecht Centraal;Ede-Wageningen;52.08889008;5.11027765;52.02777863;5.67305565
Utrecht Centraal;Amersfoort;52.08889008;5.11027765;52.15388870;5.37055540
Utrecht Centraal;Gouda;52.08889008;5.11027765;52.01750183;4.70444441
Utrecht Centraal;Alphen a/d Rijn;52.08889008;5.11027765;52.12444305;4.65777779
Utrecht Centraal;Schiphol Airport;52.08889008;5.11027765;52.30944443;4.76194429
Utrecht Centraal;s-Hertogenbosch;52.08889008;5.11027765;51.69048000;5.29362000
Weert;Eindhoven;51.24861145;5.70361090;51.44333267;5.48138905
Zaandam;Hoorn;52.43888855;4.81361103;52.64472198;5.05555534
Zaandam;Castricum;52.43888855;4.81361103;52.54583359;4.65861130
Zaandam;Beverwijk;52.43888855;4.81361103;52.47833252;4.65666676
Zutphen;Dieren;52.14527893;6.19416666;52.04499817;6.10305548
Zwolle;Amersfoort;52.50472260;6.09194422;52.15388870;5.37055540
Zwolle;Deventer;52.50472260;6.09194422;52.25749969;6.16055536
Zwolle;Almelo;52.50472260;6.09194422;52.35805511;6.65388870
s-Hertogenbosch;Oss;51.69048000;5.29362000;51.76555634;5.53222227
s-Hertogenbosch;Tilburg;51.69048000;5.29362000;51.56055450;5.08361101
